Design Study 1
Scenarios/Iterations:, 208
Parameter Constraint or Goal,Format,Unit,Initial Value,Scenario 1,Scenario 2,Scenario 3,Scenario 4,Scenario 5,Scenario 6,Scenario 7,Scenario 8,Scenario 9,Scenario 10,Scenario 11,Scenario 12,Scenario 13,Scenario 14,Scenario 15,Scenario 16,Scenario 17,Scenario 18,Scenario 19,Scenario 20,Scenario 21,Scenario 22,Scenario 23,Scenario 24,Scenario 25,Scenario 26,Scenario 27,Scenario 28,Scenario 29,Scenario 30,Scenario 31,Scenario 32,Scenario 33,Scenario 34,Scenario 35,Scenario 36,Scenario 37,Scenario 38,Scenario 39,Scenario 40,Scenario 41,Scenario 42,Scenario 43,Scenario 44,Scenario 45,Scenario 46,Scenario 47,Scenario 48,Scenario 49,Scenario 50,Scenario 51,Scenario 52,Scenario 53,Scenario 54,Scenario 55,Scenario 56,Scenario 57,Scenario 58,Scenario 59,Scenario 60,Scenario 61,Scenario 62,Scenario 63,Scenario 64,Scenario 65,Scenario 66,Scenario 67,Scenario 68,Scenario 69,Scenario 70,Scenario 71,Scenario 72,Scenario 73,Scenario 74,Scenario 75,Scenario 76,Scenario 77,Scenario 78,Scenario 79,Scenario 80,Scenario 81,Scenario 82,Scenario 83,Scenario 84,Scenario 85,Scenario 86,Scenario 87,Scenario 88,Scenario 89,Scenario 90,Scenario 91,Scenario 92,Scenario 93,Scenario 94,Scenario 95,Scenario 96,Scenario 97,Scenario 98,Scenario 99,Scenario 100,Scenario 101,Scenario 102,Scenario 103,Scenario 104,Scenario 105,Scenario 106,Scenario 107,Scenario 108,Scenario 109,Scenario 110,Scenario 111,Scenario 112,Scenario 113,Scenario 114,Scenario 115,Scenario 116,Scenario 117,Scenario 118,Scenario 119,Scenario 120,Scenario 121,Scenario 122,Scenario 123,Scenario 124,Scenario 125,Scenario 126,Scenario 127,Scenario 128,Scenario 129,Scenario 130,Scenario 131,Scenario 132,Scenario 133,Scenario 134,Scenario 135,Scenario 136,Scenario 137,Scenario 138,Scenario 139,Scenario 140,Scenario 141,Scenario 142,Scenario 143,Scenario 144,Scenario 145,Scenario 146,Scenario 147,Scenario 148,Scenario 149,Scenario 150,Scenario 151,Scenario 152,Scenario 153,Scenario 154,Scenario 155,Scenario 156,Scenario 157,Scenario 158,Scenario 159,Scenario 160,Scenario 161,Scenario 162,Scenario 163,Scenario 164,Scenario 165,Scenario 166,Scenario 167,Scenario 168,Scenario 169,Scenario 170,Scenario 171,Scenario 172,Scenario 173,Scenario 174,Scenario 175,Scenario 176,Scenario 177,Scenario 178,Scenario 179,Scenario 180,Scenario 181,Scenario 182,Scenario 183,Scenario 184,Scenario 185,Scenario 186,Scenario 187,Scenario 188,Scenario 189,Scenario 190,Scenario 191,Scenario 192,Scenario 193,Scenario 194,Scenario 195,Scenario 196,Scenario 197,Scenario 198,Scenario 199,Scenario 200,Scenario 201,Scenario 202,Scenario 203,Scenario 204,Scenario 205,Scenario 206,Scenario 207,Scenario 208
,,,,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated
CS Length,,N/A,0.403062,0.399702,0.468027,0.387079,0.402184,0.401743,0.412331,0.424277,0.426691,0.409166,0.404898,0.410938,0.478501,0.409571,0.388003,0.408378,0.408074,0.391423,0.404529,0.410040,0.397477,0.419365,0.407593,0.410849,0.389116,0.425837,0.407141,0.403841,0.411776,0.390657,0.419807,0.410573,0.462258,0.423731,0.399931,0.405212,0.471638,0.428180,0.382741,0.475455,0.485373,0.435014,0.405504,0.414905,0.398693,0.399260,0.414104,0.393929,0.402706,0.431182,0.407066,0.419357,0.405180,0.429572,0.388017,0.413152,0.457027,0.405242,0.498338,0.405685,0.400785,0.418787,0.504065,0.408860,0.406476,0.414458,0.457917,0.404942,0.413525,0.411376,0.412470,0.403593,0.405299,0.412198,0.446966,0.412109,0.413675,0.417957,0.413898,0.404980,0.412297,0.413041,0.462621,0.402965,0.414050,0.385580,0.427079,0.419408,0.426495,0.476137,0.410830,0.414284,0.401128,0.406965,0.463226,0.455409,0.409269,0.404687,0.478498,0.395185,0.416227,0.407011,0.434569,0.462353,0.420880,0.402200,0.412159,0.408791,0.465509,0.467354,0.412053,0.474606,0.411056,0.485864,0.396305,0.459755,0.439266,0.407659,0.408007,0.392342,0.402999,0.414843,0.401990,0.401831,0.387301,0.411766,0.406510,0.404197,0.391075,0.398707,0.409718,0.431000,0.403236,0.394361,0.423941,0.401722,0.400062,0.415166,0.407175,0.391547,0.409661,0.408429,0.396688,0.405950,0.407709,0.389818,0.389823,0.406630,0.424348,0.399331,0.413665,0.412627,0.405076,0.437019,0.403938,0.493977,0.386506,0.395479,0.504447,0.483736,0.420073,0.398313,0.411266,0.409376,0.408174,0.405273,0.386750,0.405095,0.457394,0.396409,0.400234,0.401806,0.444475,0.409100,0.422846,0.438302,0.404432,0.406090,0.414189,0.393803,0.412925,0.430123,0.394761,0.381211,0.397191,0.414036,0.391471,0.442850,0.398876,0.406748,0.450610,0.408255,0.404862,0.410194,0.381220,0.397075,0.401700,0.396578,0.421999,0.397132,0.389640,0.411651,0.431315,0.402094,0.407789,0.484900,0.465549,0.410231,0.450400
BB Drop,,N/A,0.046941,0.077713,0.040665,0.082525,0.050570,0.101165,-0.004726,0.051839,0.055217,0.008597,0.004774,0.081166,0.081492,0.043363,0.112428,0.077247,0.032206,0.090759,0.045601,0.024356,0.064792,0.044243,0.079099,0.044855,0.093933,0.086960,0.001971,0.106757,0.026753,0.052190,0.019642,-0.017048,0.025411,0.046886,0.103606,0.016400,0.032976,0.074755,0.054960,0.039645,0.040822,0.049210,0.001800,0.006309,0.085783,0.077648,0.039688,0.051704,0.089448,0.048904,-0.003956,0.047503,0.048369,0.037086,0.113302,0.046747,0.077026,0.040180,0.046060,-0.004974,0.096784,0.035355,0.038856,0.039824,0.069772,0.051911,0.026772,0.069537,0.007291,0.064129,0.028124,0.061188,0.051421,0.026811,0.053477,0.028740,0.032825,0.023935,0.038614,0.081993,0.034275,0.026028,0.051653,0.007934,0.013478,0.063137,0.028630,0.065565,0.064986,0.050992,-0.007910,0.070747,0.089346,0.024049,0.031030,0.034968,0.024343,0.001583,0.024228,0.074256,0.073949,0.071973,0.026760,0.045870,0.051529,0.048883,0.054639,0.073493,0.045688,0.048257,0.108749,0.071874,0.028706,0.042174,0.061138,0.044722,0.062327,0.052209,0.024227,0.086049,0.052398,0.018752,0.062439,0.079463,0.112276,0.012346,0.099401,0.086721,0.051788,0.079457,0.080834,0.085817,0.070824,0.055701,0.052425,0.006337,0.081570,0.092934,0.038235,0.092269,0.041614,0.045095,0.065398,0.075893,0.072715,0.051347,0.060578,0.085038,0.035163,0.013531,0.046786,0.070075,-0.002699,0.001665,-0.000742,0.044863,-0.040336,0.017519,0.042704,0.032701,-0.003237,0.059738,0.022214,-0.002516,0.043830,-0.005384,0.052412,0.048351,0.060252,0.110653,0.078471,0.064368,0.011686,0.001094,0.046836,0.081882,0.046833,0.043879,0.006508,0.093110,0.089355,0.026716,0.091580,0.077333,0.075140,0.037412,0.090487,0.033042,0.102152,0.078115,0.035529,0.049864,0.040184,0.023679,0.058439,0.060049,0.048128,0.064661,0.048066,0.060852,0.055406,-0.008056,0.043352,0.012833,0.009044,0.049101,0.045112,0.068099,0.027722
Stack,,m,0.56549,0.58505,0.55618,0.61161,0.56482,0.58589,0.56099,0.56076,0.56498,0.56552,0.56874,0.57594,0.56465,0.5649,0.59116,0.58667,0.56519,0.58904,0.5648,0.56502,0.60168,0.56449,0.58965,0.56491,0.5979,0.58828,0.56536,0.5641,0.5629,0.57959,0.56379,0.55754,0.55454,0.55582,0.56501,0.56395,0.55419,0.56223,0.60049,0.55422,0.55712,0.55201,0.56366,0.55874,0.58766,0.56508,0.56473,0.57564,0.58267,0.55524,0.56429,0.55821,0.56507,0.5648,0.5718,0.56453,0.56426,0.56587,0.55515,0.56316,0.58114,0.56145,0.55225,0.56485,0.56911,0.56078,0.56263,0.5643,0.56136,0.56523,0.56163,0.56378,0.5629,0.56162,0.56393,0.56478,0.5637,0.56443,0.56103,0.58719,0.56295,0.55741,0.5579,0.56508,0.56141,0.57586,0.56189,0.56678,0.56497,0.55173,0.56112,0.5642,0.5812,0.56488,0.55979,0.56131,0.56582,0.56302,0.56164,0.60307,0.56952,0.56326,0.56437,0.56408,0.55962,0.5647,0.56179,0.56624,0.56319,0.55741,0.57804,0.56464,0.55864,0.5634,0.58497,0.56394,0.5611,0.56695,0.56501,0.57758,0.56619,0.56508,0.56288,0.57626,0.58357,0.56215,0.58043,0.56538,0.58519,0.59289,0.57047,0.56682,0.56571,0.58161,0.57038,0.56426,0.56878,0.57411,0.56187,0.59968,0.56091,0.56465,0.58235,0.57397,0.57143,0.58047,0.5848,0.57614,0.56457,0.56518,0.56018,0.56502,0.56146,0.56154,0.56323,0.56284,0.56453,0.56014,0.55622,0.56085,0.55449,0.56671,0.56381,0.56591,0.56511,0.56501,0.59883,0.56491,0.56515,0.58559,0.56316,0.57702,0.55424,0.56826,0.56495,0.56694,0.56445,0.56514,0.5592,0.58945,0.57963,0.5606,0.59584,0.60471,0.58786,0.56484,0.5848,0.55969,0.56852,0.58334,0.56455,0.56155,0.56466,0.56481,0.59524,0.59499,0.56486,0.56357,0.56454,0.58618,0.58855,0.56197,0.56357,0.56492,0.56514,0.5499,0.55525,0.56521,0.56396
SS E,,N/A,0.209030,0.057077,0.053578,0.061283,0.049842,0.060234,0.035962,0.051056,0.054129,0.036122,0.032922,0.059145,0.057057,0.049766,0.068122,0.057650,0.045931,0.057653,0.050781,0.044531,0.058694,0.051320,0.060731,0.049448,0.061159,0.060766,0.036193,0.058707,0.048034,0.051397,0.045831,0.030552,0.049058,0.052484,0.057630,0.045182,0.050765,0.053027,0.056099,0.056095,0.051382,0.053218,0.039599,0.039501,0.057187,0.053739,0.045498,0.050765,0.059906,0.052998,0.036433,0.054168,0.050032,0.046376,0.058024,0.051522,0.056040,0.046729,0.055985,0.036920,0.058591,0.049642,0.057141,0.047044,0.053372,0.052571,0.048450,0.054759,0.040778,0.053741,0.047904,0.053506,0.052392,0.049016,0.054981,0.046402,0.050265,0.046235,0.049488,0.058746,0.049963,0.049848,0.053554,0.039167,0.043214,0.050757,0.049394,0.053657,0.056951,0.052808,0.034984,0.055300,0.058309,0.045396,0.049415,0.051526,0.043427,0.040282,0.047024,0.059812,0.056283,0.054636,0.045449,0.052334,0.054121,0.048378,0.054616,0.055672,0.053798,0.054134,0.059393,0.058218,0.050100,0.051807,0.055728,0.052149,0.054543,0.054985,0.043990,0.052980,0.056233,0.041487,0.053254,0.056683,0.060617,0.042898,0.061229,0.056755,0.052844,0.058013,0.053665,0.056972,0.054667,0.056924,0.052524,0.041383,0.055543,0.057992,0.050105,0.061533,0.050275,0.049933,0.055157,0.056390,0.052889,0.052114,0.053235,0.057533,0.047515,0.038935,0.051979,0.055078,0.037972,0.038401,0.038997,0.053752,0.024514,0.046045,0.053603,0.050292,0.035273,0.053391,0.047294,0.033323,0.048847,0.034407,0.055680,0.049917,0.054098,0.064671,0.054942,0.053871,0.041756,0.031849,0.050650,0.056647,0.050876,0.047979,0.039175,0.059262,0.059233,0.048178,0.061388,0.056259,0.056790,0.048148,0.054382,0.051658,0.058231,0.055690,0.045135,0.051165,0.048415,0.045437,0.052413,0.055869,0.047654,0.052192,0.052242,0.056625,0.051737,0.035156,0.052305,0.041619,0.039325,0.056677,0.055556,0.054217,0.044928
ST Angle,,N/A,1.293070,1.305066,1.264641,1.348175,1.294903,1.341279,1.246029,1.274214,1.278436,1.262029,1.259634,1.281382,1.277855,1.277741,1.399644,1.280559,1.273307,1.358907,1.279012,1.267930,1.279966,1.275660,1.280647,1.277029,1.369413,1.278711,1.255003,1.348454,1.264758,1.281329,1.259191,1.237139,1.256473,1.270549,1.356527,1.263409,1.259905,1.277920,1.306544,1.262874,1.265060,1.268645,1.254148,1.249995,1.319516,1.328260,1.272494,1.278570,1.326828,1.270853,1.249638,1.272526,1.279700,1.268310,1.407602,1.278271,1.276975,1.276369,1.265425,1.250045,1.341470,1.267384,1.259992,1.277238,1.279637,1.269267,1.259742,1.306333,1.252125,1.275214,1.264175,1.311989,1.272615,1.263603,1.276408,1.266287,1.269128,1.263116,1.269872,1.299090,1.268230,1.262256,1.264896,1.260460,1.255308,1.317237,1.262762,1.281287,1.270652,1.266264,1.244892,1.276458,1.326863,1.266527,1.261004,1.263513,1.266838,1.253385,1.256376,1.301633,1.280942,1.301064,1.263450,1.271777,1.272344,1.302032,1.272543,1.299470,1.270895,1.269565,1.334075,1.273873,1.265256,1.267493,1.280636,1.272510,1.273879,1.270693,1.270413,1.354091,1.272737,1.261358,1.319084,1.319251,1.403145,1.256581,1.325979,1.323867,1.279457,1.307730,1.280600,1.280548,1.311842,1.277813,1.276747,1.258936,1.331676,1.286831,1.272816,1.354082,1.273587,1.280757,1.288734,1.302021,1.279660,1.279038,1.299172,1.313840,1.271081,1.267339,1.273667,1.296500,1.250020,1.246692,1.252914,1.268520,1.239016,1.267228,1.264516,1.260666,1.244228,1.280029,1.261805,1.251158,1.277205,1.249629,1.292849,1.280878,1.277384,1.367791,1.336412,1.279916,1.250589,1.255462,1.274103,1.276617,1.280514,1.278598,1.250715,1.351868,1.297087,1.260977,1.349920,1.349309,1.307067,1.271759,1.348365,1.263664,1.358811,1.284437,1.265207,1.277898,1.280347,1.265666,1.322254,1.279358,1.295195,1.335039,1.273582,1.278998,1.298285,1.244107,1.270640,1.263592,1.257920,1.264391,1.266365,1.299197,1.262649
BB OD,,m,0.04017,0.04376,0.03995,0.04707,0.0452,0.04888,0.03957,0.04119,0.04363,0.0421,0.04232,0.04277,0.04316,0.04361,0.04967,0.0435,0.04291,0.04575,0.04189,0.04051,0.04456,0.04298,0.04363,0.04389,0.04721,0.04357,0.04009,0.04552,0.04001,0.04396,0.04011,0.03924,0.03962,0.04034,0.04532,0.03974,0.03962,0.04183,0.04526,0.04004,0.04007,0.04114,0.03965,0.03966,0.04463,0.04718,0.04486,0.04394,0.04568,0.04059,0.03978,0.04054,0.04366,0.04266,0.04773,0.04388,0.04212,0.04354,0.04017,0.03954,0.04888,0.04016,0.04004,0.04535,0.04257,0.04252,0.0403,0.0442,0.03981,0.04287,0.03999,0.04403,0.04321,0.04005,0.04198,0.0404,0.04032,0.04034,0.04006,0.04401,0.04015,0.03992,0.04178,0.03999,0.0399,0.04339,0.04018,0.04567,0.04326,0.04101,0.03951,0.04225,0.04456,0.04019,0.04019,0.0403,0.04072,0.03961,0.04027,0.04496,0.04384,0.04242,0.04055,0.04228,0.04165,0.04674,0.04251,0.04502,0.04058,0.04029,0.04891,0.04183,0.03992,0.04094,0.04383,0.04238,0.04139,0.0441,0.04138,0.04432,0.0441,0.0405,0.04216,0.04422,0.04776,0.03981,0.04665,0.04416,0.04442,0.04438,0.04302,0.04298,0.04497,0.04433,0.04475,0.03962,0.04645,0.04373,0.04023,0.047,0.04031,0.04496,0.04356,0.04382,0.04293,0.04432,0.04395,0.04662,0.04311,0.04014,0.04046,0.04587,0.03942,0.03983,0.03955,0.04052,0.0388,0.03981,0.04015,0.04031,0.03914,0.04283,0.0401,0.04019,0.04349,0.0399,0.04492,0.04405,0.04439,0.04967,0.04496,0.04324,0.03934,0.04177,0.04315,0.04237,0.04234,0.04423,0.03964,0.04584,0.04495,0.0401,0.04678,0.04658,0.04403,0.04256,0.04509,0.04019,0.04679,0.04361,0.04238,0.04053,0.04411,0.04027,0.04506,0.0444,0.04628,0.04423,0.04154,0.04408,0.04444,0.03961,0.04052,0.03994,0.04012,0.04046,0.04023,0.04639,0.04133
TT OD,,m,0.03705,0.02979,0.02977,0.04019,0.03746,0.04618,0.02947,0.03004,0.0399,0.04082,0.04097,0.03212,0.04587,0.03833,0.03638,0.03864,0.03782,0.0303,0.03019,0.03292,0.03758,0.03858,0.03607,0.03977,0.0336,0.04138,0.03131,0.03362,0.02936,0.034,0.03134,0.02918,0.02959,0.0287,0.03056,0.02866,0.02951,0.03346,0.03234,0.02993,0.03334,0.02924,0.02881,0.02949,0.03724,0.03898,0.04649,0.03601,0.03533,0.02909,0.02941,0.02912,0.035,0.04202,0.02975,0.03966,0.03824,0.03739,0.03322,0.02883,0.04443,0.02967,0.03263,0.04362,0.03317,0.03749,0.03649,0.03391,0.02963,0.03893,0.02935,0.03341,0.03446,0.02937,0.03705,0.03182,0.03059,0.03297,0.02929,0.03415,0.02945,0.02916,0.03763,0.02927,0.02964,0.02904,0.03068,0.04547,0.04396,0.03093,0.02932,0.03512,0.03279,0.0294,0.03323,0.03327,0.03392,0.0287,0.03774,0.03488,0.03837,0.0297,0.03679,0.0418,0.02994,0.04242,0.03376,0.03833,0.03748,0.03015,0.05367,0.0371,0.02891,0.04195,0.03353,0.04106,0.03242,0.04164,0.03511,0.02893,0.03482,0.03599,0.02937,0.02966,0.03351,0.02931,0.04221,0.03064,0.03654,0.03414,0.03761,0.03783,0.03435,0.03256,0.0437,0.02837,0.03577,0.04156,0.0289,0.0397,0.02894,0.04088,0.03161,0.03101,0.03649,0.03446,0.03177,0.04176,0.04108,0.02918,0.02919,0.04337,0.02861,0.03244,0.02859,0.0403,0.02705,0.02761,0.03496,0.0369,0.02901,0.0297,0.02957,0.03449,0.03756,0.02974,0.03515,0.03621,0.04712,0.04251,0.03312,0.03468,0.02936,0.04159,0.04028,0.04084,0.03133,0.0388,0.02947,0.03371,0.04204,0.03022,0.0356,0.03301,0.03049,0.03839,0.03244,0.03081,0.03435,0.03891,0.04513,0.02915,0.03774,0.03032,0.03151,0.03904,0.04126,0.02996,0.03404,0.03453,0.03763,0.02958,0.03283,0.02893,0.03037,0.02968,0.02968,0.04389,0.04056
HT OD,,m,0.04917,0.04276,0.05125,0.04315,0.05041,0.04721,0.05679,0.04541,0.04916,0.06204,0.06233,0.0433,0.04813,0.05295,0.04326,0.04397,0.05507,0.0427,0.04668,0.05322,0.0432,0.0528,0.04395,0.05301,0.04296,0.04644,0.0567,0.04518,0.04925,0.04278,0.05293,0.05925,0.05491,0.0463,0.04313,0.04981,0.05444,0.04497,0.04245,0.05177,0.05068,0.04701,0.05343,0.05461,0.04309,0.04905,0.05718,0.04297,0.04429,0.04593,0.05637,0.04475,0.04906,0.0548,0.04278,0.05303,0.04656,0.05274,0.05162,0.05518,0.04798,0.04772,0.05388,0.05727,0.04311,0.04651,0.05358,0.04704,0.05381,0.0447,0.04873,0.04799,0.04428,0.04849,0.04807,0.05045,0.05071,0.0532,0.04703,0.04355,0.04779,0.04907,0.04909,0.05317,0.05242,0.0421,0.04971,0.05065,0.04721,0.04947,0.05705,0.04431,0.04318,0.04946,0.05119,0.05,0.05336,0.05278,0.0547,0.04309,0.04686,0.04353,0.05418,0.05163,0.04575,0.05484,0.04514,0.04777,0.04957,0.04871,0.04948,0.04791,0.04825,0.05193,0.04287,0.05285,0.04545,0.0457,0.0554,0.04222,0.04337,0.05551,0.04337,0.04302,0.04292,0.05238,0.04581,0.0434,0.04288,0.04306,0.04322,0.0455,0.04601,0.04283,0.05064,0.05111,0.04591,0.0448,0.04469,0.04322,0.04446,0.05482,0.04277,0.04366,0.04317,0.04279,0.04261,0.04756,0.05612,0.05081,0.0445,0.05091,0.05427,0.05723,0.05331,0.05007,0.05771,0.0459,0.05161,0.05238,0.05875,0.04276,0.05013,0.05915,0.0519,0.0568,0.04271,0.05018,0.05047,0.04595,0.04738,0.04302,0.05689,0.06299,0.05125,0.04542,0.04752,0.0529,0.0546,0.04303,0.04606,0.04998,0.04331,0.04248,0.04273,0.05367,0.0427,0.04942,0.04447,0.0433,0.05592,0.04323,0.05427,0.05157,0.04233,0.04317,0.05383,0.04488,0.04794,0.04299,0.04278,0.05742,0.04819,0.05115,0.05442,0.05126,0.0498,0.05131,0.05609
DT OD,,m,0.04783,0.03904,0.03669,0.04887,0.03866,0.05395,0.03475,0.03991,0.04507,0.03628,0.0361,0.04097,0.05541,0.0382,0.04665,0.04686,0.03722,0.04154,0.03721,0.03642,0.04314,0.03983,0.04386,0.03982,0.04396,0.04969,0.03516,0.04381,0.0362,0.03999,0.03648,0.03368,0.0357,0.0366,0.04181,0.03509,0.03588,0.04427,0.03848,0.03657,0.03758,0.03692,0.03456,0.03514,0.04719,0.04198,0.04326,0.0411,0.04515,0.03702,0.03463,0.03712,0.03792,0.04155,0.04164,0.04045,0.04815,0.03759,0.03758,0.03423,0.05036,0.03698,0.0369,0.03956,0.04163,0.04273,0.03803,0.0393,0.03556,0.04492,0.03627,0.03773,0.03969,0.03624,0.04518,0.03687,0.03682,0.03672,0.03675,0.04377,0.03673,0.03582,0.0435,0.03487,0.03588,0.03747,0.03698,0.04955,0.04811,0.03776,0.03452,0.04311,0.04339,0.036,0.03739,0.03771,0.03659,0.03462,0.03872,0.04236,0.04614,0.0385,0.03744,0.04565,0.03825,0.03965,0.04011,0.04363,0.04373,0.0375,0.06106,0.04478,0.03579,0.04582,0.03999,0.04394,0.04144,0.04469,0.03647,0.03779,0.03955,0.03671,0.03714,0.03885,0.04536,0.03547,0.05207,0.04077,0.04108,0.04341,0.04724,0.04863,0.04074,0.03783,0.04832,0.03446,0.04239,0.05245,0.03662,0.04944,0.03684,0.03914,0.03932,0.04018,0.04503,0.03937,0.03917,0.04822,0.03907,0.03494,0.03725,0.04634,0.03412,0.03588,0.03435,0.04596,0.03114,0.03464,0.03808,0.04001,0.03383,0.03777,0.03635,0.03538,0.0381,0.03478,0.04029,0.03799,0.05313,0.0513,0.03775,0.04174,0.03482,0.03616,0.04287,0.04888,0.0373,0.03808,0.03511,0.0443,0.05216,0.03664,0.04545,0.04195,0.03957,0.03819,0.04364,0.037,0.0436,0.04756,0.04435,0.03742,0.03738,0.03621,0.03891,0.04422,0.03921,0.03719,0.03972,0.04011,0.04369,0.03479,0.03824,0.03497,0.03551,0.03692,0.03688,0.04586,0.03894
