,SSB_Include,CSB_Include,Material,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length
0,1,0,Titanium,0.4193018666689727,0.06548866667289276,0.5664303802512568,0.04395000855084915,71.79786895486943,0.040917301188801165,0.026784835224413217,0.03796139747613147,0.035272662548904175,0.023500853831620483,0.01073874282384883,0.03239999125178343,0.015651756956601603,0.0383853166138447,0.05402822587003024,0.037934145626689064,72.77535745981027,0.1489743855221486,0.5368971702513277,0.06756596211603375,0.1296972263048174,0.015706056337695774,0.017515283252377032,0.32858350393034624,0.35039822247845054,0.008437986190952082,0.004257295653586142,0.003119823073957289,0.001773552775780908,0.009091083755842349,-0.0013879028080290468,0.0031306765802153365,-0.0009016830361105619,0.6448143092552687
1,1,1,Titanium,0.41676289399891653,0.024774148386726612,0.5491342951336607,0.04156016282418318,65.09220693134348,0.0399115705081587,0.026786069704891943,0.04450660483436511,0.03423314536651156,0.03165270878853302,0.01261195515637703,0.03210692421531869,0.016047854064888605,0.04694456849070022,0.02573539453225633,0.03941848856845186,63.54478216553567,0.14288424891369372,0.5243461721317921,0.08043232617233387,0.13021462237135936,0.01473398222642366,0.017119281049541784,0.3289614509376266,0.349505054155681,0.010150410567846343,0.004332865876654691,0.004596766100131447,0.000697443987086685,0.006598899603697006,0.0005867669054315117,0.0038171219359234027,0.006321127337619547,0.5415709239677674
2,0,0,Titanium,0.4566376457576336,0.05231052245994772,0.6050097059667138,0.0384041703288823,68.97550942767998,0.040591619464272456,0.03561265749813307,0.04463682858248509,0.03707446137585158,0.022764894679612742,0.011080928320247839,0.029176734601012548,0.015218858889718348,0.04481096970589108,0.02700868586091724,0.05274700929033773,73.0803629984279,0.16076903318742822,0.4811949149086056,0.07936723689599519,0.12993092109128954,0.015238211202965457,0.01862714314021994,0.32871353758353217,0.3484989595830354,0.00890270668304172,0.010043208039673495,0.0028829468280410168,0.0007493471024417604,0.005273141323453466,0.0002993257454655216,0.0013303353137829226,0.002765602033996388,0.644927855115437
3,1,1,Steel,0.42866270394423345,0.06490109422059255,0.5672603870686009,0.04361334571726599,69.98193635585753,0.04006774223079943,0.032676316201852254,0.044871844354847895,0.03610070842832157,0.023230340776077777,0.012620968289567805,0.030169454454754482,0.01594351584068976,0.05948099378838803,0.02754944639057955,0.03186690250060752,75.87948656464135,0.1272977275844581,0.566093283764759,0.10095025587334396,0.13182746568788806,0.01431839000124954,0.01768426111641704,0.3292556331663016,0.35058649969029326,0.010167667254898458,0.004204945085665161,0.008869591798029677,0.00794029230501999,0.002044319603032494,0.0005470227334980829,0.001307392251141101,-0.0008299812822833682,0.625088664948957
4,0,1,Steel,0.4385044026978647,0.05120269659207532,0.5668267345270157,0.04329750101382725,72.95686350291936,0.040237901808833,0.027869534868014283,0.05041178727051332,0.0360240589188249,0.02309990577590458,0.011230794993662231,0.029580219898725547,0.016494673634639814,0.04636706601670084,0.03196447302114324,0.03545079650194449,70.68458812446055,0.1388572671094736,0.5028928894885994,0.0677314894609878,0.1425114871629452,0.01525204994435734,0.018939376462196577,0.32875164609635527,0.29887554482573175,0.008654236332274745,0.009600946438068234,0.005265463155476061,0.0003993863641835651,0.009208841863038355,0.002094117367322355,0.010434869643212816,0.006587548082214514,0.6226810588794403
5,0,0,Titanium,0.39845887940648445,0.060211474755818464,0.5466299945646229,0.042191389966917965,73.15373818459753,0.04074820340202183,0.02977251123915998,0.04415197992604886,0.03647461090974437,0.02442483460504717,0.01025750930772333,0.0349901903998917,0.014962541769138355,0.04747315775404527,0.048957950659907844,0.034458953262472315,74.35101338008648,0.1526609968909073,0.4874693899905298,0.0682374812236229,0.13049242935402883,0.01527504309552535,0.017535029957724307,0.32854321374824924,0.29858212158841857,0.01071463723256023,0.006176963743466107,0.008572602063676367,-0.0017724430517945698,0.007807809690529075,0.002075336728857954,-0.00033241979737379376,-0.00022027292908523722,0.5783719777600133
6,1,1,Aluminum,0.40616409995081315,-0.02875556756029614,0.522943358443263,0.05058958770854319,71.78329237251184,0.041189297636857664,0.027723680301135135,0.039940345627843356,0.053386417700652666,0.023057177282099488,0.01250219722551868,0.03119880306879291,0.01599978256352075,0.04176345542329394,0.03686454967100601,0.031517727064751755,74.25947811653965,0.08194883276013909,0.38318434407603474,0.06927567446794458,0.12065422570040149,0.014479565011862901,0.017881221699195995,0.32984413244136207,0.2969204707515792,0.010653258232090571,0.005810441440328619,0.004284330017859233,0.0030739757376393494,0.010358516274959102,-0.0008686664075042744,0.003755554047050408,-0.001290169733104649,0.6299591557556283
7,0,0,Titanium,0.4070704453331167,0.016338149330550722,0.5653439337855255,0.04455795143135752,63.55834181998348,0.03995800897457795,0.02476249464856248,0.03252048507608002,0.036444539870201395,0.023228667429561197,0.01113692829905574,0.028017676265241903,0.016431709805072244,0.044706963801700327,0.06633296516612773,0.03483126599082749,65.52417387568322,0.14800939270336044,0.5443082786285163,0.06858100982525098,0.13022023238925973,0.014956238557457925,0.018358874057218838,0.3288492692900889,0.2998174965112133,0.009320884497212172,0.004300262822332909,0.009376645074624303,0.005305593133085293,0.006304240742231291,-0.0011395558632151868,0.004091828600528201,0.0012757269882891155,0.6666118761598753
8,1,1,Titanium,0.42513624572187053,0.057677880331982664,0.5441598783422902,0.04235751936713826,72.93898603985929,0.040727610162812414,0.02620433483633554,0.04461578720575082,0.03783848131497841,0.023942082878696112,0.010442623183410719,0.02937889135030092,0.015503238084157963,0.03982438305962955,0.05221242018039261,0.03836877156530658,73.11276386535665,0.15675611042023832,0.5788789306269208,0.0682195518799949,0.13052327885932585,0.0167692275862911,0.018878335881471246,0.3293462047026701,0.34963214716349567,0.009440748903143992,0.006030205596156828,0.007855176998205675,0.0014632238794217668,0.005297938308014248,-0.001211560945906414,0.004049346943060183,0.003724469898579552,0.6550592711955281
9,0,1,Titanium,0.5118919594941964,0.03841841698533409,0.5245693920049547,0.01976223776706878,73.03633874808047,0.0407874771737916,0.03081594716930558,0.046253623350549576,0.036336815011692045,0.02150271526402562,0.011171459842389663,0.034089150526172764,0.01591861113622686,0.023820957595772893,0.01976230383767023,0.029832918748704036,73.64197304944813,0.20779244348837989,0.4179958791702483,0.06893375491838966,0.13558030137126342,0.014816587012321423,0.018841188999096734,0.3297630743760288,0.2992880957762424,0.009730542347539369,0.009880362583747722,0.0025200612255019653,0.0021099216657995733,0.009948845572057507,0.003096496841546193,0.0017990560892475914,0.008813660201115835,0.5495454618478327
