,SSB_Include,CSB_Include,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length,Material
0,-0.052996631979308706,0.06875269837729131,0.37512227680827487,0.08485600745099903,0.6169036620594852,0.06087370077601911,73.05406428923781,0.03882108397080198,0.041290160597199144,0.05525101656977402,0.059048754860934506,0.02202933060603989,0.013137420876393406,0.035448021400452175,0.01722175731033507,0.06696471253597545,0.024577209299698904,0.05080132238282384,75.58010371935173,0.2827983344233336,0.510450309770988,0.06457393827163939,0.1275211505544836,0.015571948535082477,0.01824400274848815,0.33447676471490245,0.33557437803031176,0.009383968044443402,0.0017050128734060043,0.0009295549093386738,0.006697869905681118,0.0015395226853570409,0.003015761540320632,0.002801254070961266,0.0022127168674134752,0.6147708142841738,Aluminum
1,-0.035379970224526824,0.11110750453384638,0.38457466997308815,0.1161165337581373,0.6193595684007817,0.07853941961679531,72.96045554831751,0.03897975036251887,0.04176777661347365,0.05615859434687892,0.06144269517937183,0.02221208319088165,0.013144784826689121,0.036117198837304784,0.01704058799153585,0.07001057060094217,0.027835115557138468,0.0519631896726017,73.46437577264592,0.28252710028426065,0.6012701489922498,0.06474693255948412,0.12797623727316956,0.015599053769578193,0.018339912736523054,0.33546502939413314,0.334945150920256,0.009484663282117806,0.0017934002270169104,0.001072951711258385,0.006714542037469897,0.0017251144177898607,0.0033775754026761987,0.002960171315956819,0.0023049178017623346,0.6281047303327318,Aluminum
2,-0.014381231473632572,0.06440929996547634,0.41281630483672616,0.041994161043554884,0.5515898868230201,0.04949575675044797,70.18205826555003,0.03554255954499528,0.025121440247414858,0.035204495965351496,0.035297848225067735,0.023252532201517448,0.01291220062478625,0.028773320198959347,0.015859810384436752,0.04149210164138863,0.03468490517834105,0.02338788425792144,72.81090145646021,0.13277035662340647,0.42605995849650524,0.06420304793549951,0.13855516621525765,0.015483813482006753,0.017905173119374243,0.33006300355168045,0.32498989509873566,0.008401380082779403,0.0016076876008168193,0.004353851748368461,0.007416249691929819,0.0009527747359210858,0.002857849584172188,0.012013662148580379,0.002497667961575429,0.6112205288677427,Titanium
3,-0.35375698622024765,-0.4557139825495015,0.4069412155855791,0.018993488245898416,0.5443034862360658,0.04010910911242499,68.50968156499196,0.03523764385175304,0.0229236022225138,0.030257640680427193,0.02770746672709836,0.02201572759611717,0.01186522881901205,0.02497998660548128,0.014685103212762307,0.03600729757192814,0.027834460019438782,0.023407331092018153,74.03764328624982,0.15901870309963398,0.46039960325234286,0.06135600521617209,0.14091155345320544,0.015640604059460522,0.01819849765548468,0.3334911923667144,0.3187520633858106,0.007031817303725945,0.00046110022439061057,0.002624141529063816,0.005805100540340821,-0.0003364157593767538,0.0033408730063105925,0.0025049660724982014,0.0014809541222766895,0.5978930613627113,Aluminum
4,-0.6951034338437502,-0.884604938706474,0.29445135670810346,-0.07286014403287383,0.5580002375603313,0.059727732078510835,70.08791739535101,0.04596430992471666,0.02917392343631275,0.04204875908760406,0.03462509578258588,0.03214290334795779,0.022155632553736974,0.028950556890414127,0.014833526040153587,0.03681299970035652,0.011202034136139315,0.026067643955824893,71.34880532260762,0.20146554902543107,0.21417510466398665,0.06342720601883882,0.12402758996493782,0.015653793992914857,0.018227844622716528,0.34153437221499516,0.29629981032155284,0.00740388742604363,-0.0006444454300183837,0.008370188744380083,0.0010426228874536414,0.006246173066778023,0.0031701710499090338,-0.0015007713967122435,0.002111819050643701,0.5076874873502458,Steel
5,-0.5245497841692023,-0.7314091690837476,0.39077285209372853,0.006920204865765618,0.5437416859909541,0.055194843824897886,68.18339944124794,0.03654070820684012,0.023700623741464234,0.03346577779984678,0.027257100355152566,0.02263913497020503,0.012243878570640528,0.02555103007434797,0.014668602143492403,0.03643787699721207,0.04089810419549339,0.02246726741044719,71.3447532716651,0.2644093077387146,0.45490607025243435,0.06229875119917321,0.14194596397086837,0.015779777443101863,0.01833121645466322,0.337792986565673,0.31888660195582275,0.006724996970164205,-0.000796660456751746,0.002692033414319301,0.0029386595619220503,0.00024403933436314886,0.003299883359154986,-0.0001628289541228023,0.0015925008710535075,0.5981372813534316,Aluminum
6,-0.055216267100275884,0.010222490477229729,0.41257496337499533,0.038533987131821684,0.5493247147506196,0.0452729719307772,70.0363243346633,0.03524015597558637,0.02465230698501493,0.034014783710002126,0.03388121780703727,0.023074722688549962,0.012818005627380124,0.028086479642869477,0.015543312134023001,0.040523841898623576,0.033103676887429205,0.022855098535981867,73.03839268205772,0.12916502185099826,0.4240529550337739,0.06387212538945615,0.1383728835024464,0.015473589382834836,0.01792804362677268,0.330268521546302,0.3234779015113065,0.008279644359333746,0.0016426575354310342,0.0039705714712326146,0.0074930760398099535,0.0007963741296138313,0.002929652172862159,0.0117412144036769,0.0023542761085306244,0.6085733241347161,Titanium
7,-0.37548749530224246,-0.32998700287732224,0.3188732519895244,-0.051166586498683365,0.5638509730151694,0.08299976712933602,70.38215808262188,0.047923597311900566,0.04656719930404267,0.04616355890356864,0.052465789381698595,0.048563598359144075,0.026298327011779865,0.031157056334110384,0.015655531624423364,0.039816724561805295,0.014867926738613535,0.028460847373189657,68.92296595977095,0.16164883059066576,0.21965372006570788,0.06625456866194776,0.12678011896693173,0.01548443627745308,0.01780154821591703,0.3395694293274041,0.2981757192022032,0.008105279148025186,0.00020234719652707225,0.009705310214762206,0.0014149829985085998,0.003548867371947111,0.0029579053153132324,-0.0001644349919538773,0.0022485927611865415,0.5449199417883621,Steel
8,-0.0467637789150539,-0.040545647883050706,0.4134417030094286,0.03632748380931666,0.5507121182961936,0.04632477810250945,70.05586358431526,0.03577468966550929,0.024863762773049823,0.03365796519884963,0.032931517756951814,0.023146214305772864,0.013105003958282313,0.027944594686769436,0.015363837654343786,0.03997062558150967,0.03604209922720828,0.023706191467592057,73.40251905205734,0.129720146186362,0.4389441338387941,0.06403734222292314,0.14017238938255963,0.015593770497470877,0.0180039928361032,0.3313744885338387,0.3235947900100247,0.008288575784211003,0.0018453958977010423,0.0043444323174004025,0.00645456343417271,0.0010269243772128849,0.0031362607977671398,0.01140663173487099,0.0018476312829648976,0.6115996702405736,Titanium
9,-0.12327675503869118,-0.07545571625180486,0.3605373201755656,0.007872691274347726,0.6185884832870404,0.1587003493782977,69.91448513007415,0.04937449675585201,0.07071195775835687,0.06190324919532597,0.08485618515000357,0.041616741949573814,0.024602219729868847,0.04313627437693349,0.01654922473243625,0.04466521278821378,0.009980815780790846,0.037040712440018934,66.82227024808918,0.22187067600544325,0.3361911357099042,0.06695393314894378,0.12758300448961069,0.015341524339316848,0.017666334871790465,0.34191576288716713,0.30465778171750835,0.00883309916303272,0.0009224283086756691,0.0030266930902356722,0.0017154675267002603,0.0019049441105447305,0.0031793744902670986,0.0008236716954351337,0.0008694242064822195,0.5915106105563253,Aluminum
